price|quantity|type|timestamp
94805000|0.0019|1|2024-04-21 23:37:54
94810000|0.0084|1|2024-04-21 23:37:54
94813000|0.0392|1|2024-04-21 23:37:54
94770000|0.1706|0|2024-04-21 23:37:59
94769000|0.0257|0|2024-04-21 23:37:59
94767000|0.0002|0|2024-04-21 23:37:59
94765000|0.0013|0|2024-04-21 23:37:59
94754000|0.1027|0|2024-04-21 23:37:59
94788000|0.0005|1|2024-04-21 23:37:59
94800000|0.3701|1|2024-04-21 23:37:59
94805000|0.0019|1|2024-04-21 23:37:59
94820000|0.0392|1|2024-04-21 23:37:59
94822000|0.0377|1|2024-04-21 23:37:59
94770000|0.1706|0|2024-04-21 23:38:04
94769000|0.0257|0|2024-04-21 23:38:04
94767000|0.0002|0|2024-04-21 23:38:04
94765000|0.0013|0|2024-04-21 23:38:04
94754000|0.1027|0|2024-04-21 23:38:04
94788000|0.0004|1|2024-04-21 23:38:04
94800000|0.3701|1|2024-04-21 23:38:04
94805000|0.0019|1|2024-04-21 23:38:04
94807000|0.0084|1|2024-04-21 23:38:04
94820000|0.0392|1|2024-04-21 23:38:04
94777000|0.0001|0|2024-04-21 23:38:09
94770000|0.1912|0|2024-04-21 23:38:09
94769000|0.0259|0|2024-04-21 23:38:09
94767000|0.0002|0|2024-04-21 23:38:09
94765000|0.0013|0|2024-04-21 23:38:09
94788000|0.0004|1|2024-04-21 23:38:09
94800000|0.3701|1|2024-04-21 23:38:09
94805000|0.0019|1|2024-04-21 23:38:09
94807000|0.0084|1|2024-04-21 23:38:09
94817000|0.0392|1|2024-04-21 23:38:09
94777000|0.0235|0|2024-04-21 23:38:14
94770000|0.1912|0|2024-04-21 23:38:14
94769000|0.0259|0|2024-04-21 23:38:14
94767000|0.0002|0|2024-04-21 23:38:14
94765000|0.0013|0|2024-04-21 23:38:14
94800000|0.3505|1|2024-04-21 23:38:14
94805000|0.0019|1|2024-04-21 23:38:14
94806000|0.0084|1|2024-04-21 23:38:14
94812000|0.0392|1|2024-04-21 23:38:14
94814000|0.0377|1|2024-04-21 23:38:14
94777000|0.0235|0|2024-04-21 23:38:19
94770000|0.1912|0|2024-04-21 23:38:19
94769000|0.0259|0|2024-04-21 23:38:19
94767000|0.0002|0|2024-04-21 23:38:19
94765000|0.0013|0|2024-04-21 23:38:19
94800000|0.3422|1|2024-04-21 23:38:19
94805000|0.0019|1|2024-04-21 23:38:19
94806000|0.0084|1|2024-04-21 23:38:19
94812000|0.0392|1|2024-04-21 23:38:19
94814000|0.0377|1|2024-04-21 23:38:19
94777000|0.0003|0|2024-04-21 23:38:24
94770000|0.1912|0|2024-04-21 23:38:24
94769000|0.0259|0|2024-04-21 23:38:24
94767000|0.0002|0|2024-04-21 23:38:24
94765000|0.0013|0|2024-04-21 23:38:24
94800000|0.3372|1|2024-04-21 23:38:24
94805000|0.0019|1|2024-04-21 23:38:24
94806000|0.0084|1|2024-04-21 23:38:24
94812000|0.0392|1|2024-04-21 23:38:24
94814000|0.0377|1|2024-04-21 23:38:24
94777000|0.0003|0|2024-04-21 23:38:29
94770000|0.1912|0|2024-04-21 23:38:29
94769000|0.0259|0|2024-04-21 23:38:29
94767000|0.0002|0|2024-04-21 23:38:29
94765000|0.0013|0|2024-04-21 23:38:29
94800000|0.337|1|2024-04-21 23:38:29
94805000|0.0019|1|2024-04-21 23:38:29
94806000|0.0084|1|2024-04-21 23:38:29
94812000|0.0392|1|2024-04-21 23:38:29
94814000|0.0377|1|2024-04-21 23:38:29
94770000|0.1912|0|2024-04-21 23:38:34
94769000|0.0259|0|2024-04-21 23:38:34
94767000|0.0002|0|2024-04-21 23:38:34
94765000|0.0013|0|2024-04-21 23:38:34
94753000|0.0638|0|2024-04-21 23:38:34
94777000|0.0014|1|2024-04-21 23:38:34
94800000|0.337|1|2024-04-21 23:38:34
94805000|0.0019|1|2024-04-21 23:38:34
94807000|0.0084|1|2024-04-21 23:38:34
94815000|0.0392|1|2024-04-21 23:38:34
94770000|0.1909|0|2024-04-21 23:38:39
94769000|0.0259|0|2024-04-21 23:38:39
94767000|0.0002|0|2024-04-21 23:38:39
94765000|0.0013|0|2024-04-21 23:38:39
94753000|0.0638|0|2024-04-21 23:38:39
94777000|0.0015|1|2024-04-21 23:38:39
94800000|0.337|1|2024-04-21 23:38:39
94805000|0.0019|1|2024-04-21 23:38:39
94807000|0.0084|1|2024-04-21 23:38:39
94815000|0.0392|1|2024-04-21 23:38:39
94770000|0.1909|0|2024-04-21 23:38:44
94769000|0.0259|0|2024-04-21 23:38:44
94767000|0.0002|0|2024-04-21 23:38:44
94765000|0.0013|0|2024-04-21 23:38:44
94753000|0.0638|0|2024-04-21 23:38:44
94777000|0.0015|1|2024-04-21 23:38:44
94800000|0.337|1|2024-04-21 23:38:44
94804000|0.0084|1|2024-04-21 23:38:44
94805000|0.0019|1|2024-04-21 23:38:44
94815000|0.0392|1|2024-04-21 23:38:44
94770000|0.2123|0|2024-04-21 23:38:49
94769000|0.0259|0|2024-04-21 23:38:49
94767000|0.0002|0|2024-04-21 23:38:49
94765000|0.0013|0|2024-04-21 23:38:49
94751000|0.0016|0|2024-04-21 23:38:49
94777000|0.0015|1|2024-04-21 23:38:49
94800000|0.337|1|2024-04-21 23:38:49
94804000|0.0084|1|2024-04-21 23:38:49
94805000|0.0019|1|2024-04-21 23:38:49
94810000|0.0392|1|2024-04-21 23:38:49
94770000|0.2123|0|2024-04-21 23:38:54
94769000|0.0259|0|2024-04-21 23:38:54
94767000|0.0002|0|2024-04-21 23:38:54
94765000|0.0013|0|2024-04-21 23:38:54
94751000|0.0016|0|2024-04-21 23:38:54
94777000|0.0015|1|2024-04-21 23:38:54
94799000|0.0181|1|2024-04-21 23:38:54
94800000|0.3454|1|2024-04-21 23:38:54
94805000|0.0019|1|2024-04-21 23:38:54
94810000|0.0392|1|2024-04-21 23:38:54
94770000|0.2123|0|2024-04-21 23:38:59
94769000|0.0259|0|2024-04-21 23:38:59
94767000|0.0002|0|2024-04-21 23:38:59
94765000|0.0013|0|2024-04-21 23:38:59
94751000|0.0016|0|2024-04-21 23:38:59
94777000|0.0015|1|2024-04-21 23:38:59
94799000|0.0181|1|2024-04-21 23:38:59
94800000|0.347|1|2024-04-21 23:38:59
94805000|0.0019|1|2024-04-21 23:38:59
94810000|0.0392|1|2024-04-21 23:38:59
94770000|0.2104|0|2024-04-21 23:39:04
94769000|0.0259|0|2024-04-21 23:39:04
94767000|0.0002|0|2024-04-21 23:39:04
94765000|0.0013|0|2024-04-21 23:39:04
94751000|0.0016|0|2024-04-21 23:39:04
94777000|0.0015|1|2024-04-21 23:39:04
94799000|0.0181|1|2024-04-21 23:39:04
94800000|0.347|1|2024-04-21 23:39:04
94805000|0.0019|1|2024-04-21 23:39:04
94806000|0.0392|1|2024-04-21 23:39:04
94770000|0.2104|0|2024-04-21 23:39:09
94769000|0.0259|0|2024-04-21 23:39:09
94767000|0.0002|0|2024-04-21 23:39:09
94765000|0.0013|0|2024-04-21 23:39:09
94751000|0.0016|0|2024-04-21 23:39:09
94777000|0.0015|1|2024-04-21 23:39:09
94782000|0.332|1|2024-04-21 23:39:09
94785000|0.0392|1|2024-04-21 23:39:09
94787000|0.0377|1|2024-04-21 23:39:09
94796000|0.0919|1|2024-04-21 23:39:09
94770000|0.2104|0|2024-04-21 23:39:14
94769000|0.0259|0|2024-04-21 23:39:14
94767000|0.0002|0|2024-04-21 23:39:14
94765000|0.0013|0|2024-04-21 23:39:14
94751000|0.0016|0|2024-04-21 23:39:14
94777000|0.0015|1|2024-04-21 23:39:14
94782000|0.332|1|2024-04-21 23:39:14
94789000|0.0392|1|2024-04-21 23:39:14
94791000|0.0377|1|2024-04-21 23:39:14
94798000|0.0084|1|2024-04-21 23:39:14
94770000|0.2104|0|2024-04-21 23:39:19
94769000|0.0259|0|2024-04-21 23:39:19
94767000|0.0002|0|2024-04-21 23:39:19
94765000|0.0013|0|2024-04-21 23:39:19
94751000|0.0016|0|2024-04-21 23:39:19
94777000|0.0015|1|2024-04-21 23:39:19
94782000|0.332|1|2024-04-21 23:39:19
94795000|0.0392|1|2024-04-21 23:39:19
94796000|0.0084|1|2024-04-21 23:39:19
94797000|0.0377|1|2024-04-21 23:39:19
94770000|0.2123|0|2024-04-21 23:39:24
94769000|0.0259|0|2024-04-21 23:39:24
94767000|0.0002|0|2024-04-21 23:39:24
94765000|0.0013|0|2024-04-21 23:39:24
94751000|0.0016|0|2024-04-21 23:39:24
94777000|0.0015|1|2024-04-21 23:39:24
94782000|0.332|1|2024-04-21 23:39:24
94796000|0.0084|1|2024-04-21 23:39:24
94799000|0.0181|1|2024-04-21 23:39:24
94800000|0.0066|1|2024-04-21 23:39:24
94770000|0.1303|0|2024-04-21 23:39:29
94769000|0.0257|0|2024-04-21 23:39:29
94767000|0.0002|0|2024-04-21 23:39:29
94765000|0.0013|0|2024-04-21 23:39:29
94751000|0.0016|0|2024-04-21 23:39:29
94777000|0.0015|1|2024-04-21 23:39:29
94794000|0.0084|1|2024-04-21 23:39:29
94799000|0.0181|1|2024-04-21 23:39:29
94800000|0.0066|1|2024-04-21 23:39:29
94804000|0.332|1|2024-04-21 23:39:29
94770000|0.1097|0|2024-04-21 23:39:34
94769000|0.0257|0|2024-04-21 23:39:34
94767000|0.0002|0|2024-04-21 23:39:34
94765000|0.0013|0|2024-04-21 23:39:34
94751000|0.0016|0|2024-04-21 23:39:34
94777000|0.0015|1|2024-04-21 23:39:34
94794000|0.0084|1|2024-04-21 23:39:34
94799000|0.0181|1|2024-04-21 23:39:34
94800000|0.0066|1|2024-04-21 23:39:34
94804000|0.332|1|2024-04-21 23:39:34
94770000|0.1097|0|2024-04-21 23:39:39
94769000|0.0257|0|2024-04-21 23:39:39
94767000|0.0002|0|2024-04-21 23:39:39
94765000|0.0013|0|2024-04-21 23:39:39
94751000|0.0016|0|2024-04-21 23:39:39
94777000|0.0015|1|2024-04-21 23:39:39
94799000|0.0181|1|2024-04-21 23:39:39
94800000|0.0067|1|2024-04-21 23:39:39
94804000|0.332|1|2024-04-21 23:39:39
94805000|0.0019|1|2024-04-21 23:39:39
94770000|0.1097|0|2024-04-21 23:39:44
94769000|0.0257|0|2024-04-21 23:39:44
