book.delta.v1.0.2.10.1,book.delta.v1.0.2.10.5,book.delta.v1.0.2.2.1,book.delta.v2.0.2.10.5,book.imbalance.0.2.10.1,book.imbalance.0.2.5.1,trade.indicator.v1.0.2.5.1.power,trade.indicator.v1.0.2.5.1.sqrt,trade.indicator.v1.0.2.5.5.power,trade.indicator.v1.0.2.5.5.sqrt
0.000001992968987,0.000008076860897,0.000004044948273,0.000009734125795,0.000000013204137,0.000000004540436,0.000086476656982,0.000028840199011,0.000032791595342,0.000057938223752
